,address,apartment_size,begin_date,category,created_at,district1,id,latitude,longitude,name,normalized_price,number_of_bedrooms,occupied_dates,provider_code,city_code
2077,Frans van Mierisstraat,65.0,2018-02-16,apartment,2018-02-07T06:56:12,amsterdam-zuid,1007902,52.35391362,4.88012348,2 rooms apartment in Frans van Mierisstraat,1900.0,2,[],pararius,amsterdam
2080,Uithoornstraat 7,78.0,2018-02-16,apartment,2018-02-12T06:54:52,amsterdam-zuid,1029392,52.34761156,4.90998804,3 rooms apartment in Uithoornstraat 7,1350.0,3,[],pararius,amsterdam
2084,Nieuwezijds Voorburgwal,90.0,2018-02-16,apartment,2018-02-11T06:02:26,amsterdam-centrum,1023860,52.37022138,4.88954017,3 rooms apartment in Nieuwezijds Voorburgwal,2750.0,3,[],pararius,amsterdam
2085,Admiralengracht 113,114.0,2018-02-16,apartment,2018-02-11T06:01:38,amsterdam-west,1023849,52.36891921,4.85666437,3 rooms apartment in Admiralengracht 113,2000.0,3,[],pararius,amsterdam
2086,Keizersgracht,157.0,2018-02-16,apartment,2018-02-10T06:51:02,amsterdam-centrum,1022010,52.36423504,4.89155998,4 rooms apartment in Keizersgracht,4000.0,4,[],pararius,amsterdam
2087,Vrijheidslaan 29,45.0,2018-02-16,apartment,2018-02-10T06:48:49,amsterdam-zuid,1021946,52.34654886,4.90945646,2 rooms apartment in Vrijheidslaan 29,1500.0,2,[],pararius,amsterdam
2088,Fred. Roeskestraat,90.0,2018-02-16,apartment,2018-02-10T06:46:19,amsterdam-zuid,1021868,52.34168835,4.86212616,3 rooms apartment in Fred. Roeskestraat,2150.0,3,[],pararius,amsterdam
2090,Nova Zemblastraat,60.0,2018-02-16,apartment,2018-02-10T06:48:54,amsterdam-west,1021949,52.38964643,4.88378397,2 rooms apartment in Nova Zemblastraat,1500.0,2,[],pararius,amsterdam
2092,Havikshorst,75.0,2018-02-16,apartment,2018-02-07T06:58:21,amsterdam-zuid,1007991,52.33191455,4.88504006,3 rooms apartment in Havikshorst,1750.0,3,[],pararius,amsterdam
2094,Van Nijenrodeweg,87.0,2018-02-16,apartment,2018-02-04T06:45:37,amsterdam-zuid,1000935,52.32751881,4.87439568,3 rooms apartment in Van Nijenrodeweg,1700.0,3,[],pararius,amsterdam
2095,Eggertstraat 5,84.0,2018-02-16,apartment,2017-12-06T12:24:28,amsterdam-centrum,788642,52.37399086,4.89255233,3 rooms apartment in Eggertstraat 5,1950.0,3,[],pararius,amsterdam
2101,Prins Hendrikkade,75.0,2018-02-16,apartment,2018-01-30T06:05:47,amsterdam-centrum,979359,52.37668758,4.90133371,2 rooms apartment in Prins Hendrikkade,1675.0,2,[],pararius,amsterdam
2103,Wamberg,130.0,2018-02-16,apartment,2017-12-02T16:07:43,amsterdam-zuid,716252,52.32759536,4.88596906,4 rooms apartment in Wamberg,2500.0,4,[],pararius,amsterdam
2105,Van Leijenberghlaan 177,110.0,2018-02-16,apartment,2017-12-09T07:54:26,amsterdam-zuid,799280,52.32751493,4.8797501,4 rooms apartment in Van Leijenberghlaan 177,1950.0,4,[],pararius,amsterdam
2109,Nieuwe Kerkstraat,100.0,2018-02-16,apartment,2018-01-20T06:13:09,amsterdam-centrum,935010,52.364707700000004,4.90813044,2 rooms apartment in Nieuwe Kerkstraat,1800.0,2,[],pararius,amsterdam
2110,Middenweg 17,75.0,2018-02-16,apartment,2018-01-13T06:19:38,amsterdam-oost,909003,52.35487706,4.92905071,2 rooms apartment in Middenweg 17,1750.0,2,[],pararius,amsterdam
2114,Wijnand Nuijenstraat,80.0,2018-02-16,apartment,2018-01-26T07:53:52,amsterdam-nieuw-west,957365,52.36638736,4.84143963,3 rooms apartment in Wijnand Nuijenstraat,1650.0,3,[],pararius,amsterdam
2120,Cornelis Schuytstraat,150.0,2018-02-16,apartment,2017-10-21T06:55:45,amsterdam-zuid,612315,52.35519734,4.87144839,4 rooms apartment in Cornelis Schuytstraat,2950.0,4,[],pararius,amsterdam
2122,Keizersgracht,130.0,2018-02-16,apartment,2018-01-20T06:13:13,amsterdam-centrum,935014,52.368742600000004,4.88415336,3 rooms apartment in Keizersgracht,3975.0,3,[],pararius,amsterdam
2128,Breughelstraat,75.0,2018-02-16,apartment,2018-02-02T06:25:23,amsterdam-zuid,992484,52.35024387,4.87739144,2 rooms apartment in Breughelstraat,1600.0,2,[],pararius,amsterdam
2130,Borgerstraat,55.0,2018-02-16,apartment,2018-02-01T06:30:19,amsterdam-west,987310,52.36551258,4.86877379,2 rooms apartment in Borgerstraat,1500.0,2,[],pararius,amsterdam
2136,Korte Leidsedwarsstraat,85.0,2018-02-16,apartment,2017-11-05T10:25:00,amsterdam-centrum,668761,52.36307925,4.88479337,3 rooms apartment in Korte Leidsedwarsstraat,2000.0,3,[],pararius,amsterdam
2139,Jan van Zutphenstraat,140.0,2018-02-16,apartment,2018-02-04T06:45:36,amsterdam-nieuw-west,1000932,52.3504624,4.8022126,3 rooms apartment in Jan van Zutphenstraat,1750.0,3,[],pararius,amsterdam
2143,Henri Dunantstraat,115.0,2018-02-16,apartment,2017-10-21T07:49:49,amsterdam-nieuw-west,615546,52.34808635,4.82957057,4 rooms apartment in Henri Dunantstraat,1406.0,4,[],pararius,amsterdam
2144,Wedderborg,70.0,2018-02-16,apartment,2018-02-08T06:56:49,amsterdam-zuid,1013568,52.33339176,4.8732275000000005,2 rooms apartment in Wedderborg,1600.0,2,[],pararius,amsterdam
2148,Willemsstraat,85.0,2018-02-16,apartment,2018-01-11T10:37:42,amsterdam-centrum,901577,52.38139648,4.88608073,2 rooms apartment in Willemsstraat,1750.0,2,[],pararius,amsterdam
2152,William Barlowlaan,130.0,2018-02-16,apartment,2018-01-27T06:54:10,amsterdam-oost,963164,52.3610607,4.98076513,4 rooms apartment in William Barlowlaan,2200.0,4,[],pararius,amsterdam
2154,Herengracht 114,111.0,2018-02-16,apartment,2017-11-26T07:53:02,amsterdam-centrum,703258,52.37600567,4.88863819,3 rooms apartment in Herengracht 114,2600.0,3,[],pararius,amsterdam
2156,Rozengracht,96.0,2018-02-16,apartment,2018-01-18T06:44:00,amsterdam-centrum,927048,52.37329456,4.88091516,3 rooms apartment in Rozengracht,2000.0,3,[],pararius,amsterdam
2159,Eerste Leliedwarsstraat,50.0,2018-02-16,apartment,2018-01-15T08:58:18,amsterdam-centrum,915851,52.37604233,4.88244047,2 rooms apartment in Eerste Leliedwarsstraat,1975.0,2,[],pararius,amsterdam
2162,Eggertstraat 5,86.0,2018-02-16,apartment,2017-12-06T12:24:30,amsterdam-centrum,788645,52.37399086,4.89255233,3 rooms apartment in Eggertstraat 5,1950.0,3,[],pararius,amsterdam
2167,Amstel,75.0,2018-02-16,apartment,2018-01-21T06:36:42,amsterdam-centrum,936628,52.36696136,4.89684522,2 rooms apartment in Amstel,1650.0,2,[],pararius,amsterdam
2168,Koninginneweg,80.0,2018-02-16,apartment,2018-01-17T07:07:20,amsterdam-zuid,922151,52.35260859,4.86117464,2 rooms apartment in Koninginneweg,1950.0,2,[],pararius,amsterdam
2172,Pieter Aertszstraat,70.0,2018-02-16,apartment,2018-02-08T06:56:48,amsterdam-zuid,1013566,52.35271778,4.90363635,2 rooms apartment in Pieter Aertszstraat,1950.0,2,[],pararius,amsterdam
2173,Feike de Boerlaan,85.0,2018-02-16,apartment,2017-11-16T07:37:25,amsterdam-oost,683766,52.37127054,4.94079008,3 rooms apartment in Feike de Boerlaan,1750.0,3,[],pararius,amsterdam
2175,Eerste Schinkelstraat,52.0,2018-02-16,apartment,2018-01-20T06:15:11,amsterdam-zuid,935139,52.35389801,4.85406976,2 rooms apartment in Eerste Schinkelstraat,1600.0,2,[],pararius,amsterdam
2178,Pieter Aertszstraat 96,65.0,2018-02-16,apartment,2018-02-03T06:28:33,amsterdam-zuid,994413,52.35268105,4.90344594,2 rooms apartment in Pieter Aertszstraat 96,1750.0,2,[],pararius,amsterdam
2180,Herenstraat,75.0,2018-02-16,apartment,2018-01-27T06:53:34,amsterdam-centrum,963115,52.37726475,4.88882964,3 rooms apartment in Herenstraat,2000.0,3,[],pararius,amsterdam
2181,Henri Dunantstraat,93.0,2018-02-16,apartment,2017-10-21T07:46:58,amsterdam-nieuw-west,615388,52.34809979999999,4.82935648,3 rooms apartment in Henri Dunantstraat,1241.0,3,[],pararius,amsterdam
2183,Nieuwpoortstraat,50.0,2018-02-16,apartment,2018-01-16T06:15:28,amsterdam-west,920293,52.38425143,4.85723707,2 rooms apartment in Nieuwpoortstraat,1500.0,2,[],pararius,amsterdam
2184,Beulingstraat,120.0,2018-02-16,apartment,2017-10-21T06:58:48,amsterdam-centrum,612529,52.36813765,4.88774286,3 rooms apartment in Beulingstraat,3200.0,3,[],pararius,amsterdam
2186,Honthorststraat,60.0,2018-02-16,apartment,2018-01-14T12:58:42,amsterdam-zuid,915313,52.35753299,4.88582178,2 rooms apartment in Honthorststraat,1750.0,2,[],pararius,amsterdam
2189,Deurloostraat,90.0,2018-02-16,apartment,2018-02-01T06:30:04,amsterdam-zuid,987284,52.34634137,4.89393179,3 rooms apartment in Deurloostraat,2000.0,3,[],pararius,amsterdam
2191,Stadhouderskade,150.0,2018-02-16,apartment,2018-01-10T14:02:58,amsterdam-zuid,899542,52.35802795,4.89023474,3 rooms apartment in Stadhouderskade,3900.0,3,[],pararius,amsterdam
2196,Titiaanstraat,150.0,2018-02-16,apartment,2018-01-19T06:17:02,amsterdam-zuid,928739,52.34971554,4.86750531,4 rooms apartment in Titiaanstraat,2500.0,4,[],pararius,amsterdam
2197,Johannes van der Steurstraat,115.0,2018-02-16,apartment,2017-10-21T07:48:00,amsterdam-nieuw-west,615447,52.34776147,4.82947738,4 rooms apartment in Johannes van der Steurstraat,1396.0,4,[],pararius,amsterdam
2198,Govert Flinckstraat,55.0,2018-02-16,apartment,2018-02-04T06:43:35,amsterdam-zuid,1000877,52.355599100000006,4.8961775,2 rooms apartment in Govert Flinckstraat,1500.0,2,[],pararius,amsterdam
2199,Rietwijkerstraat,90.0,2018-02-16,apartment,2018-01-12T09:58:21,amsterdam-zuid,907408,52.34929731,4.85032374,3 rooms apartment in Rietwijkerstraat,1700.0,3,[],pararius,amsterdam
2200,Nieuwe Herengracht,100.0,2018-02-16,apartment,2017-10-21T07:11:18,amsterdam-centrum,613293,52.36633938,4.90270973,2 rooms apartment in Nieuwe Herengracht,2300.0,2,[],pararius,amsterdam
2201,Prinsengracht 652,105.0,2018-02-16,apartment,2018-01-06T09:58:26,amsterdam-centrum,875731,52.3618651,4.89223241,3 rooms apartment in Prinsengracht 652,3500.0,3,[],pararius,amsterdam
2204,Tweede Kostverlorenkade,48.0,2018-02-16,apartment,2017-11-24T05:16:44,amsterdam-west,699012,52.36398199,4.86002677,3 rooms apartment in Tweede Kostverlorenkade,1600.0,3,[],pararius,amsterdam
2206,Jan van Zutphenstraat 279,126.0,2018-02-16,apartment,2018-02-08T06:58:41,amsterdam-nieuw-west,1013641,52.3503557,4.80062888,5 rooms apartment in Jan van Zutphenstraat 279,1580.0,5,[],pararius,amsterdam
2207,Jan Olphert Vaillantlaan,60.0,2018-02-16,apartment,2018-02-09T06:06:54,amsterdam-oost,1015482,52.36226591,4.97840515,2 rooms apartment in Jan Olphert Vaillantlaan,1450.0,2,[],pararius,amsterdam
2212,Amstelvlietstraat,53.0,2018-02-16,apartment,2018-01-28T06:34:59,amsterdam-oost,968554,52.33871305,4.91858811,2 rooms apartment in Amstelvlietstraat,1500.0,2,[],pararius,amsterdam
2218,Overtoom,77.0,2018-02-16,apartment,2018-01-26T07:53:53,amsterdam-west,957366,52.36160016,4.8701995,2 rooms apartment in Overtoom,1750.0,2,[],pararius,amsterdam
2219,Nieuwe Keizersgracht,52.0,2018-02-16,apartment,2018-01-27T06:54:07,amsterdam-centrum,963158,52.36479369,4.90495824,2 rooms apartment in Nieuwe Keizersgracht,1595.0,2,[],pararius,amsterdam
2221,Tweede Van der Helststraat 46,81.0,2018-02-16,apartment,2017-12-09T07:56:13,amsterdam-zuid,799303,52.35086438,4.89445393,3 rooms apartment in Tweede Van der Helststraat 46,2100.0,3,[],pararius,amsterdam
2226,Churchill-laan,50.0,2018-02-16,apartment,2018-01-27T06:53:16,amsterdam-zuid,963083,52.34686982,4.90218844,3 rooms apartment in Churchill-laan,1750.0,3,[],pararius,amsterdam
2228,Tweede Jacob van Campenstraat,73.0,2018-02-16,apartment,2018-02-03T06:27:05,amsterdam-zuid,994271,52.35732144,4.89322257,3 rooms apartment in Tweede Jacob van Campenstraat,1850.0,3,[],pararius,amsterdam
2230,Singel,100.0,2018-02-16,apartment,2018-01-25T07:09:56,amsterdam-centrum,951238,52.3699348,4.8876492,3 rooms apartment in Singel,2700.0,3,[],pararius,amsterdam
2240,Keizersgracht 406,140.0,2018-02-16,apartment,2018-01-06T09:58:19,amsterdam-centrum,875725,52.368742600000004,4.88415336,3 rooms apartment in Keizersgracht 406,3750.0,3,[],pararius,amsterdam
2242,Ceintuurbaan,75.0,2018-02-16,apartment,2017-10-31T07:47:38,amsterdam-zuid,647689,52.35311077,4.89216859,3 rooms apartment in Ceintuurbaan,2000.0,3,[],pararius,amsterdam
2243,Noorderstraat 62,100.0,2018-02-16,apartment,2017-11-29T08:10:30,amsterdam-centrum,706851,52.36105668,4.89450224,3 rooms apartment in Noorderstraat 62,2300.0,3,[],pararius,amsterdam
2245,Wijsmullerstraat,73.0,2018-02-16,apartment,2018-01-26T07:53:52,amsterdam-zuid,957364,52.35661042,4.85165915,3 rooms apartment in Wijsmullerstraat,1850.0,3,[],pararius,amsterdam
2253,Apollolaan,120.0,2018-02-16,apartment,2017-10-21T06:58:26,amsterdam-zuid,612503,52.34991508,4.88035996,4 rooms apartment in Apollolaan,2500.0,4,[],pararius,amsterdam
2254,Bos en Lommerweg,58.0,2018-02-16,apartment,2018-02-08T06:57:55,amsterdam-west,1013604,52.38151346,4.85520652,3 rooms apartment in Bos en Lommerweg,1499.0,3,[],pararius,amsterdam
2255,Tweede Breeuwersstraat,80.0,2018-02-16,apartment,2018-01-27T06:54:12,amsterdam-centrum,963169,52.38696184,4.88553257,3 rooms apartment in Tweede Breeuwersstraat,1750.0,3,[],pararius,amsterdam
2256,Winthontstraat,115.0,2018-02-16,apartment,2018-01-04T09:11:06,amsterdam-centrum,864702,52.38440822,4.89270051,3 rooms apartment in Winthontstraat,2250.0,3,[],pararius,amsterdam
2257,Osdorper Ban,57.0,2018-02-16,apartment,2018-02-04T06:43:21,amsterdam-nieuw-west,1000869,52.3602424,4.78986955,2 rooms apartment in Osdorper Ban,1350.0,2,[],pararius,amsterdam
2258,Derde Kostverlorenkade,53.0,2018-02-16,apartment,2018-01-28T06:33:56,amsterdam-west,968517,52.36107747,4.85768302,2 rooms apartment in Derde Kostverlorenkade,1450.0,2,[],pararius,amsterdam
2261,Tweede Goudsbloemdwarsstraat,70.0,2018-02-16,apartment,2017-10-21T08:20:47,amsterdam-centrum,617416,52.38083074,4.88407499,3 rooms apartment in Tweede Goudsbloemdwarsstraat,2250.0,3,[],pararius,amsterdam
2262,Pieter Langendijkstraat 62,70.0,2018-02-16,apartment,2017-12-06T12:28:50,amsterdam-west,788685,52.35982708,4.86147075,2 rooms apartment in Pieter Langendijkstraat 62,1695.0,2,[],pararius,amsterdam
2264,Wijsmullerstraat,73.0,2018-02-16,apartment,2018-01-26T07:53:52,amsterdam-zuid,957364,52.35661042,4.85165915,3 rooms apartment in Wijsmullerstraat,1850.0,3,[],pararius,amsterdam
2269,Bos en Lommerweg,58.0,2018-02-16,apartment,2018-02-08T06:57:55,amsterdam-west,1013604,52.38151346,4.85520652,3 rooms apartment in Bos en Lommerweg,1499.0,3,[],pararius,amsterdam
2270,Tweede Breeuwersstraat,80.0,2018-02-16,apartment,2018-01-27T06:54:12,amsterdam-centrum,963169,52.38696184,4.88553257,3 rooms apartment in Tweede Breeuwersstraat,1750.0,3,[],pararius,amsterdam
2272,Abbenesstraat,65.0,2018-02-16,apartment,2018-01-31T06:40:50,amsterdam-zuid,981597,52.34797001,4.84700828,2 rooms apartment in Abbenesstraat,1550.0,2,[],pararius,amsterdam
2274,Silodam,90.0,2018-02-16,apartment,2018-01-13T06:31:48,amsterdam-west,909046,52.3925326,4.89043561,2 rooms apartment in Silodam,2000.0,2,[],pararius,amsterdam
2277,Stadionweg 97,110.0,2018-02-16,apartment,2017-10-21T08:09:18,amsterdam-zuid,616710,52.34651144,4.87059539,3 rooms apartment in Stadionweg 97,2000.0,3,[],pararius,amsterdam
2280,Nassaukade 311,70.0,2018-02-16,apartment,2017-12-21T18:17:23,amsterdam-west,832111,52.36917997,4.87505944,3 rooms apartment in Nassaukade 311,1990.0,3,[],pararius,amsterdam
2283,Tweede Helmersstraat,130.0,2018-02-16,apartment,2017-11-22T02:58:42,amsterdam-west,692623,52.36501342,4.87801456,3 rooms apartment in Tweede Helmersstraat,2775.0,3,[],pararius,amsterdam
2285,Purperhoedenveem,145.0,2018-02-16,apartment,2018-01-13T06:35:46,amsterdam-oost,909057,52.37599541,4.92602765,3 rooms apartment in Purperhoedenveem,1900.0,3,[],pararius,amsterdam
2286,Derde Egelantiersdwarsstraat 6,125.0,2018-02-16,apartment,2017-10-21T08:09:17,amsterdam-centrum,616708,52.37642773,4.88008637,3 rooms apartment in Derde Egelantiersdwarsstraat 6,2350.0,3,[],pararius,amsterdam
2287,Vondelstraat,100.0,2018-02-16,apartment,2017-10-21T06:56:20,amsterdam-west,612356,52.3628145,4.87872981,3 rooms apartment in Vondelstraat,2500.0,3,[],pararius,amsterdam
2290,Singel 99,120.0,2018-02-16,apartment,2018-01-06T09:58:36,amsterdam-centrum,875739,52.37588221,4.89134171,4 rooms apartment in Singel 99,2975.0,4,[],pararius,amsterdam
2292,Wedderborg 40,65.0,2018-02-16,apartment,2018-02-07T06:57:47,amsterdam-zuid,1007962,52.33399397,4.8732352,3 rooms apartment in Wedderborg 40,1550.0,3,[],pararius,amsterdam
2294,Minervaplein 42,120.0,2018-02-16,apartment,2018-01-14T12:55:34,amsterdam-zuid,915309,52.34625574,4.87172839,3 rooms apartment in Minervaplein 42,2150.0,3,[],pararius,amsterdam
2296,Sint Jacobsstraat,70.0,2018-02-16,apartment,2017-10-21T06:56:21,amsterdam-centrum,612357,52.37644733,4.89538864,2 rooms apartment in Sint Jacobsstraat,1650.0,2,[],pararius,amsterdam
2302,Geldersekade,90.0,2018-02-16,apartment,2017-10-21T07:11:27,amsterdam-centrum,613300,52.37283999,4.90112622,3 rooms apartment in Geldersekade,2200.0,3,[],pararius,amsterdam
2303,Dina Appeldoornstraat,112.0,2018-02-16,apartment,2018-02-02T06:24:08,amsterdam-zuid,992398,52.34170932,4.86793654,3 rooms apartment in Dina Appeldoornstraat,1850.0,3,[],pararius,amsterdam
2307,Tweede Jacob van Campenstraat,73.0,2018-02-16,apartment,2018-02-03T06:27:05,amsterdam-zuid,994271,52.35732144,4.89322257,3 rooms apartment in Tweede Jacob van Campenstraat,1850.0,3,[],pararius,amsterdam
2308,Prinsengracht,120.0,2018-02-16,apartment,2017-12-10T07:54:53,amsterdam-centrum,804637,52.3699932,4.88234778,3 rooms apartment in Prinsengracht,3500.0,3,[],pararius,amsterdam
2309,Willem Pijperstraat,150.0,2018-02-16,apartment,2018-01-04T09:11:19,amsterdam-zuid,864704,52.34211062,4.86926721,5 rooms apartment in Willem Pijperstraat,3500.0,5,[],pararius,amsterdam
2310,Derde Weteringdwarsstraat 3,70.0,2018-02-16,apartment,2018-02-02T06:25:33,amsterdam-centrum,992496,52.36120459,4.88903939,2 rooms apartment in Derde Weteringdwarsstraat 3,1775.0,2,[],pararius,amsterdam
2311,Nieuwezijds Voorburgwal,140.0,2018-02-16,apartment,2017-10-21T06:54:11,amsterdam-centrum,612213,52.37003203,4.88939545,3 rooms apartment in Nieuwezijds Voorburgwal,2250.0,3,[],pararius,amsterdam
2315,De Lierhof,85.0,2018-02-16,apartment,2018-02-08T06:57:43,amsterdam-nieuw-west,1013595,52.35076478,4.8449488,3 rooms apartment in De Lierhof,2000.0,3,[],pararius,amsterdam
2316,Silodam,95.0,2018-02-16,apartment,2017-12-29T15:12:07,amsterdam-west,851254,52.39253272,4.89046499,3 rooms apartment in Silodam,1950.0,3,[],pararius,amsterdam
2317,Lucellestraat 11,60.0,2018-02-16,apartment,2018-02-01T06:30:07,amsterdam-west,987290,52.38061283,4.84882843,3 rooms apartment in Lucellestraat 11,1550.0,3,[],pararius,amsterdam
2318,Singel,100.0,2018-02-16,apartment,2018-01-25T07:09:56,amsterdam-centrum,951238,52.3699348,4.8876492,3 rooms apartment in Singel,2700.0,3,[],pararius,amsterdam
2319,Oudezijds Voorburgwal 145,165.0,2018-02-16,apartment,2018-02-06T06:01:57,amsterdam-centrum,1005575,52.3724092,4.89691653,3 rooms apartment in Oudezijds Voorburgwal 145,2950.0,3,[],pararius,amsterdam
2320,Binnen Wieringerstraat,60.0,2018-02-16,apartment,2017-11-28T08:04:58,amsterdam-centrum,705286,52.3794816,4.89237359,2 rooms apartment in Binnen Wieringerstraat,1750.0,2,[],pararius,amsterdam
2321,Binnenkant 23,100.0,2018-02-16,apartment,2017-10-21T08:10:16,amsterdam-centrum,616773,52.37343095,4.90409785,3 rooms apartment in Binnenkant 23,2550.0,3,[],pararius,amsterdam
2322,De Lairessestraat,92.0,2018-02-16,apartment,2017-12-07T09:03:53,amsterdam-zuid,791165,52.35334951,4.87018706,3 rooms apartment in De Lairessestraat,3250.0,3,[],pararius,amsterdam
2330,Bloemgracht,45.0,2018-02-16,apartment,2017-12-18T02:16:26,amsterdam-centrum,826579,52.37461022,4.87962254,2 rooms apartment in Bloemgracht,1500.0,2,[],pararius,amsterdam
2334,Nieuwendijk 31,85.0,2018-02-16,apartment,2018-01-06T09:58:16,amsterdam-centrum,875723,52.37827255,4.89555932,2 rooms apartment in Nieuwendijk 31,1750.0,2,[],pararius,amsterdam
2338,Nes,60.0,2018-02-16,apartment,2018-01-06T10:49:09,amsterdam-centrum,875894,52.37166806,4.89375296,3 rooms apartment in Nes,1750.0,3,[],pararius,amsterdam
2339,Nachtwachtlaan,60.0,2018-02-16,apartment,2018-02-01T06:29:59,amsterdam-nieuw-west,987279,52.36109313,4.84329579,2 rooms apartment in Nachtwachtlaan,1450.0,2,[],pararius,amsterdam
2341,Plantage Kerklaan,60.0,2018-02-16,apartment,2018-01-27T06:54:10,amsterdam-centrum,963162,52.36581771,4.91148067,2 rooms apartment in Plantage Kerklaan,1450.0,2,[],pararius,amsterdam
2346,Prof. Tulpstraat 36,142.0,2018-02-16,apartment,2018-01-14T12:50:43,amsterdam-centrum,915297,52.36017214,4.90671138,3 rooms apartment in Prof. Tulpstraat 36,3250.0,3,[],pararius,amsterdam
2349,Nicolaas Maesstraat,180.0,2018-02-16,apartment,2017-10-21T06:59:07,amsterdam-zuid,612551,52.35440648,4.87978024,4 rooms apartment in Nicolaas Maesstraat,3750.0,4,[],pararius,amsterdam
2351,Prinsengracht 673,138.0,2018-02-16,apartment,2018-02-08T06:58:41,amsterdam-centrum,1013642,52.36594506,4.88359779,4 rooms apartment in Prinsengracht 673,3850.0,4,[],pararius,amsterdam
2354,Van Nijenrodeweg,85.0,2018-02-16,apartment,2017-12-20T07:11:36,amsterdam-zuid,829900,52.32747205,4.86984867,3 rooms apartment in Van Nijenrodeweg,1950.0,3,[],pararius,amsterdam
2357,Jacob Obrechtstraat,73.0,2018-02-16,apartment,2017-11-22T02:56:00,amsterdam-zuid,692595,52.35782495,4.874251,2 rooms apartment in Jacob Obrechtstraat,2350.0,2,[],pararius,amsterdam
2362,Weerdestein,104.0,2018-02-16,apartment,2018-01-19T06:17:07,amsterdam-zuid,928753,52.33008753,4.88869896,3 rooms apartment in Weerdestein,1950.0,3,[],pararius,amsterdam
2364,Jacob van Lennepkade,94.0,2018-02-16,apartment,2017-10-21T07:37:54,amsterdam-west,614856,52.36591961,4.87556691,4 rooms apartment in Jacob van Lennepkade,2250.0,4,[],pararius,amsterdam
2365,Javastraat 86,105.0,2018-02-16,apartment,2018-01-25T07:10:22,amsterdam-oost,951259,52.36357379,4.93518583,2 rooms apartment in Javastraat 86,2500.0,2,[],pararius,amsterdam
2366,Realengracht,160.0,2018-02-16,apartment,2018-01-05T07:28:26,amsterdam-centrum,867548,52.38735919,4.88856885,6 rooms apartment in Realengracht,3250.0,6,[],pararius,amsterdam
2368,Quellijnstraat,75.0,2018-02-16,apartment,2017-10-21T08:05:56,amsterdam-zuid,616499,52.35671482,4.89001458,2 rooms apartment in Quellijnstraat,3999.0,2,[],pararius,amsterdam
2370,Nicolaas Witsenkade 31,105.0,2018-02-16,apartment,2017-12-06T12:26:06,amsterdam-centrum,788654,52.35828734,4.896397299999999,3 rooms apartment in Nicolaas Witsenkade 31,3000.0,3,[],pararius,amsterdam
2373,Singel,135.0,2018-02-16,apartment,2018-01-23T06:01:09,amsterdam-centrum,943220,52.3681107,4.88805849,3 rooms apartment in Singel,3150.0,3,[],pararius,amsterdam
2375,Houthavenkade,132.0,2018-02-16,apartment,2018-01-30T06:03:44,amsterdam-west,979331,52.39501863,4.87857286,3 rooms apartment in Houthavenkade,3500.0,3,[],pararius,amsterdam
2376,Watergangseweg 9,56.0,2018-02-16,apartment,2018-02-01T06:31:19,amsterdam-noord,987382,52.39402987,4.94147178,4 rooms apartment in Watergangseweg 9,1250.0,4,[],pararius,amsterdam
2379,Paramariboplein,75.0,2018-02-16,apartment,2017-11-24T05:10:42,amsterdam-west,698947,52.36008541,4.85492028,2 rooms apartment in Paramariboplein,1600.0,2,[],pararius,amsterdam
2381,Prinsengracht 696,49.0,2018-02-16,apartment,2018-02-04T06:45:15,amsterdam-centrum,1000922,52.36164728,4.89387909,2 rooms apartment in Prinsengracht 696,1700.0,2,[],pararius,amsterdam
2382,Nicolaas Maesstraat,90.0,2018-02-16,apartment,2017-12-10T07:54:47,amsterdam-zuid,804635,52.35392075,4.87759874,3 rooms apartment in Nicolaas Maesstraat,1950.0,3,[],pararius,amsterdam
2386,Tesselschadestraat 31,110.0,2018-02-16,apartment,2017-10-21T07:41:10,amsterdam-west,615054,52.36230831,4.87806028,2 rooms apartment in Tesselschadestraat 31,3200.0,2,[],pararius,amsterdam
2388,De Wittenkade,24.0,2018-02-16,apartment,2018-01-28T06:35:00,amsterdam-west,968555,52.38468708,4.8800066,2 rooms apartment in De Wittenkade,1050.0,2,[],pararius,amsterdam
2389,Eerste Breeuwersstraat 52,43.0,2018-02-16,apartment,2018-01-05T07:39:21,amsterdam-centrum,867646,52.3866372,4.88417068,2 rooms apartment in Eerste Breeuwersstraat 52,1475.0,2,[],pararius,amsterdam
2392,Eggertstraat 5,66.0,2018-02-16,apartment,2017-12-06T12:24:27,amsterdam-centrum,788641,52.37399086,4.89255233,2 rooms apartment in Eggertstraat 5,1675.0,2,[],pararius,amsterdam
2393,Keizersgracht,130.0,2018-02-16,apartment,2017-12-16T08:24:08,amsterdam-centrum,822170,52.368742600000004,4.88415336,3 rooms apartment in Keizersgracht,3950.0,3,[],pararius,amsterdam
2398,Uithoornstraat,62.0,2018-02-16,apartment,2017-11-29T08:23:27,amsterdam-zuid,707025,52.34748182,4.90902081,2 rooms apartment in Uithoornstraat,1750.0,2,[],pararius,amsterdam
2406,Anton Constandsestraat,86.0,2018-02-16,apartment,2018-02-11T06:04:24,amsterdam-oost,1023910,52.34716424,4.92179234,3 rooms apartment in Anton Constandsestraat,1272.0,3,[],pararius,amsterdam
2407,Eerste Helmersstraat,50.0,2018-02-16,apartment,2018-02-10T06:47:32,amsterdam-west,1021895,52.36136805,4.86645862,2 rooms apartment in Eerste Helmersstraat,1600.0,2,[],pararius,amsterdam
