,address,apartment_size,begin_date,category,created_at,district1,id,latitude,longitude,name,normalized_price,number_of_bedrooms,occupied_dates,provider_code,city_code
0,Willem de Zwijgerlaan,50.0,2018-02-16,apartment,2018-02-15T07:14:46,amsterdam-west,1037654,52.3742347,4.86356147,2 rooms apartment in Willem de Zwijgerlaan,1450.0,2,[],pararius,amsterdam
9,Anton Constandsestraat,93.0,2018-02-16,apartment,2018-02-14T07:15:58,amsterdam-oost,1035398,52.34695897,4.92216139,4 rooms apartment in Anton Constandsestraat,1334.0,4,[],pararius,amsterdam
11,Leusdenhof,92.0,2018-02-16,apartment,2018-01-17T07:02:16,amsterdam-zuidoost,922046,52.30879804,4.97844249,4 rooms apartment in Leusdenhof,1550.0,4,[],pararius,amsterdam
17,Pieter Postpad,103.0,2018-02-16,apartment,2018-01-07T22:54:22,amsterdam-nieuw-west,890896,52.38187427,4.79489507,3 rooms apartment in Pieter Postpad,870.0,3,[],pararius,amsterdam
20,Oudezijds Achterburgwal,55.0,2018-02-16,apartment,2018-02-04T06:44:58,amsterdam-centrum,1000917,52.37206198,4.89771332,3 rooms apartment in Oudezijds Achterburgwal,1500.0,3,[],pararius,amsterdam
26,Van Speijkstraat,60.0,2018-02-16,apartment,2017-11-22T03:08:58,amsterdam-west,692713,52.367498100000006,4.86045483,3 rooms apartment in Van Speijkstraat,1375.0,3,[],pararius,amsterdam
27,Henri Dunantstraat,93.0,2018-02-16,apartment,2017-10-21T07:50:07,amsterdam-nieuw-west,615559,52.34809844,4.82935429,3 rooms apartment in Henri Dunantstraat,1257.0,3,[],pararius,amsterdam
28,Avercampstraat,95.0,2018-02-16,apartment,2017-12-07T09:01:20,amsterdam-zuid,791147,52.34997787,4.89308414,5 rooms apartment in Avercampstraat,2000.0,5,[],pararius,amsterdam
29,Spuistraat,40.0,2018-02-16,apartment,2017-10-21T08:18:53,amsterdam-centrum,617301,52.3752699,4.89106953,2 rooms apartment in Spuistraat,1375.0,2,[],pararius,amsterdam
30,Dapperstraat,50.0,2018-02-16,apartment,2017-12-23T01:42:01,amsterdam-oost,837587,52.36509269,4.92586203,2 rooms apartment in Dapperstraat,1500.0,2,[],pararius,amsterdam
32,Passeerdersstraat 1,35.0,2018-02-16,apartment,2017-12-09T08:03:00,amsterdam-centrum,799352,52.36791563,4.88201904,2 rooms apartment in Passeerdersstraat 1,1400.0,2,[],pararius,amsterdam
33,Maliebaan,83.0,2018-02-16,apartment,2018-01-17T07:04:47,amsterdam-oost,922103,52.3474705,4.92196524,3 rooms apartment in Maliebaan,1226.0,3,[],pararius,amsterdam
35,Nieuwezijds Voorburgwal,35.0,2018-02-16,apartment,2018-02-03T06:27:53,amsterdam-centrum,994350,52.37150928,4.89017182,2 rooms apartment in Nieuwezijds Voorburgwal,1250.0,2,[],pararius,amsterdam
36,Keizersgracht,40.0,2018-02-16,apartment,2018-01-30T06:03:35,amsterdam-centrum,979324,52.36371142,4.8953096,2 rooms apartment in Keizersgracht,1500.0,2,[],pararius,amsterdam
37,Nieuwezijds Armsteeg,70.0,2018-02-16,apartment,2017-11-30T09:02:05,amsterdam-centrum,708520,52.37712473,4.89618885,2 rooms apartment in Nieuwezijds Armsteeg,1500.0,2,[],pararius,amsterdam
38,Kaasjeskruidstraat,65.0,2018-02-16,apartment,2017-10-21T07:30:30,amsterdam-noord,614424,52.39877477,4.90557968,3 rooms apartment in Kaasjeskruidstraat,1450.0,3,[],pararius,amsterdam
42,Bennebroekstraat 32,90.0,2018-02-16,apartment,2018-01-01T06:15:53,amsterdam-zuid,858970,52.35295037,4.84725589,4 rooms apartment in Bennebroekstraat 32,1695.0,4,[],pararius,amsterdam
43,Oudezijds Achterburgwal 35,55.0,2018-02-16,apartment,2018-01-17T07:00:25,amsterdam-centrum,922004,52.37384072,4.89969083,2 rooms apartment in Oudezijds Achterburgwal 35,1500.0,2,[],pararius,amsterdam
44,Korte Leidsedwarsstraat 74,40.0,2018-02-16,apartment,2018-01-06T09:58:29,amsterdam-centrum,875734,52.36291346,4.88507096,2 rooms apartment in Korte Leidsedwarsstraat 74,1350.0,2,[],pararius,amsterdam
46,Govert Flinckstraat 52,50.0,2018-02-16,apartment,2017-10-21T07:32:36,amsterdam-zuid,614552,52.35401704,4.88753482,2 rooms apartment in Govert Flinckstraat 52,1395.0,2,[],pararius,amsterdam
47,Prinsengracht,55.0,2018-02-16,apartment,2017-11-07T10:46:21,amsterdam-centrum,671129,52.37201615,4.88251565,2 rooms apartment in Prinsengracht,1650.0,2,[],pararius,amsterdam
48,Elisabeth Boddaertstraat,115.0,2018-02-16,apartment,2017-10-21T07:50:08,amsterdam-nieuw-west,615560,52.34782156,4.83015591,4 rooms apartment in Elisabeth Boddaertstraat,1406.0,4,[],pararius,amsterdam
49,Tussen Meer,98.0,2018-02-16,apartment,2017-10-21T08:07:06,amsterdam-nieuw-west,616573,52.35627165,4.79202212,4 rooms apartment in Tussen Meer,1650.0,4,[],pararius,amsterdam
50,Borgerstraat,46.0,2018-02-16,apartment,2017-12-09T07:56:08,amsterdam-west,799302,52.36412528,4.86193368,2 rooms apartment in Borgerstraat,1450.0,2,[],pararius,amsterdam
51,Wittenburgergracht,55.0,2018-02-16,apartment,2018-02-15T07:14:07,amsterdam-centrum,1037621,52.36986035,4.91789281,2 rooms apartment in Wittenburgergracht,1500.0,2,[],pararius,amsterdam
52,Ceramiquelaan,99.0,2018-02-16,apartment,2018-01-18T06:44:53,amsterdam-noord,927059,52.38561068,4.90129989,3 rooms apartment in Ceramiquelaan,1590.0,3,[],pararius,amsterdam
53,Lauriergracht,50.0,2018-02-16,apartment,2018-01-10T14:47:07,amsterdam-centrum,899677,52.3704044,4.87762963,2 rooms apartment in Lauriergracht,1500.0,2,[],pararius,amsterdam
55,Funenpark,104.0,2018-02-16,apartment,2018-02-05T06:06:04,amsterdam-centrum,1002169,52.36909987,4.93248654,4 rooms apartment in Funenpark,1400.0,4,[],pararius,amsterdam
56,Nieuwe Spiegelstraat,70.0,2018-02-16,apartment,2018-01-05T07:47:41,amsterdam-centrum,867749,52.36511857,4.89006723,2 rooms apartment in Nieuwe Spiegelstraat,1600.0,2,[],pararius,amsterdam
57,Jekerstraat 9,133.0,2018-02-16,apartment,2017-11-25T08:03:11,amsterdam-zuid,702315,52.34586776,4.89892674,4 rooms apartment in Jekerstraat 9,1950.0,4,[],pararius,amsterdam
58,Buyskade,48.0,2018-02-16,apartment,2017-11-03T06:33:11,amsterdam-west,656207,52.37698861,4.87053413,3 rooms apartment in Buyskade,1500.0,3,[],pararius,amsterdam
59,Van Speijkstraat,70.0,2018-02-16,apartment,2017-11-19T07:37:35,amsterdam-west,687814,52.36767778,4.86043802,3 rooms apartment in Van Speijkstraat,1500.0,3,[],pararius,amsterdam
60,Wittenburgergracht,55.0,2018-02-16,apartment,2018-02-15T07:14:07,amsterdam-centrum,1037621,52.36986035,4.91789281,2 rooms apartment in Wittenburgergracht,1500.0,2,[],pararius,amsterdam
61,Fraunhoferstraat,90.0,2018-02-16,apartment,2017-11-11T07:22:20,amsterdam-oost,677159,52.35132279,4.93735074,3 rooms apartment in Fraunhoferstraat,1695.0,3,[],pararius,amsterdam
63,Rapenburg,70.0,2018-02-16,apartment,2017-12-19T09:46:29,amsterdam-centrum,828001,52.371432,4.90849834,2 rooms apartment in Rapenburg,1575.0,2,[],pararius,amsterdam
64,Elisabeth Boddaertstraat,115.0,2018-02-16,apartment,2017-10-21T07:46:33,amsterdam-nieuw-west,615365,52.34762614,4.83015364,4 rooms apartment in Elisabeth Boddaertstraat,1406.0,4,[],pararius,amsterdam
66,Funenpark,104.0,2018-02-16,apartment,2018-02-05T06:06:04,amsterdam-centrum,1002169,52.36909987,4.93248654,4 rooms apartment in Funenpark,1400.0,4,[],pararius,amsterdam
67,Nieuwe Spiegelstraat,70.0,2018-02-16,apartment,2018-01-05T07:47:41,amsterdam-centrum,867749,52.36511857,4.89006723,2 rooms apartment in Nieuwe Spiegelstraat,1600.0,2,[],pararius,amsterdam
68,Singel,60.0,2018-02-16,apartment,2017-12-24T07:41:27,amsterdam-centrum,844322,52.36682788,4.89045918,2 rooms apartment in Singel,1950.0,2,[],pararius,amsterdam
69,Van Leijenberghlaan 159,130.0,2018-02-16,apartment,2017-12-09T07:54:24,amsterdam-zuid,799278,52.327532899999994,4.87974989,4 rooms apartment in Van Leijenberghlaan 159,1950.0,4,[],pararius,amsterdam
70,Nieuwe Kerkstraat,60.0,2018-02-16,apartment,2017-12-21T18:50:50,amsterdam-centrum,832456,52.36370922,4.90350188,3 rooms apartment in Nieuwe Kerkstraat,1450.0,3,[],pararius,amsterdam
71,Keizersgracht,130.0,2018-02-16,apartment,2018-01-05T07:28:25,amsterdam-centrum,867547,52.37417672,4.88545743,2 rooms apartment in Keizersgracht,3000.0,2,[],pararius,amsterdam
72,Lijnbaansgracht,90.0,2018-02-16,apartment,2017-12-23T10:09:09,amsterdam-centrum,838791,52.36993826,4.87791398,2 rooms apartment in Lijnbaansgracht,1800.0,2,[],pararius,amsterdam
73,Roelantstraat,78.0,2018-02-16,apartment,2017-10-21T08:18:05,amsterdam-west,617248,52.3771907,4.85728504,3 rooms apartment in Roelantstraat,1650.0,3,[],pararius,amsterdam
74,Herengracht 72,135.0,2018-02-16,apartment,2017-10-21T06:59:55,amsterdam-centrum,612604,52.37718757,4.88971166,2 rooms apartment in Herengracht 72,2975.0,2,[],pararius,amsterdam
75,Keizersgracht,70.0,2018-02-16,apartment,2018-01-04T09:13:31,amsterdam-centrum,864711,52.36335603,4.89413903,2 rooms apartment in Keizersgracht,2450.0,2,[],pararius,amsterdam
76,Prinsengracht 689,65.0,2018-02-16,apartment,2017-11-26T08:01:08,amsterdam-centrum,703327,52.36564161,4.88410043,2 rooms apartment in Prinsengracht 689,1750.0,2,[],pararius,amsterdam
77,Arent Janszoon Ernststraat,80.0,2018-02-16,apartment,2018-01-05T07:32:14,amsterdam-zuid,867576,52.33225763,4.87699642,2 rooms apartment in Arent Janszoon Ernststraat,1650.0,2,[],pararius,amsterdam
78,Pieter Calandlaan,92.0,2018-02-16,apartment,2017-10-21T07:48:29,amsterdam-nieuw-west,615472,52.35088682,4.79538205,3 rooms apartment in Pieter Calandlaan,1006.0,3,[],pararius,amsterdam
79,Keizersgracht 461,75.0,2018-02-16,apartment,2017-10-21T07:32:25,amsterdam-centrum,614542,52.36603803,4.88688152,2 rooms apartment in Keizersgracht 461,1475.0,2,[],pararius,amsterdam
80,Fokke Simonszstraat,58.0,2018-02-16,apartment,2018-01-05T07:27:17,amsterdam-centrum,867532,52.36026023,4.89317517,2 rooms apartment in Fokke Simonszstraat,1550.0,2,[],pararius,amsterdam
81,Churchill-laan,82.0,2018-02-16,apartment,2018-01-13T06:36:12,amsterdam-zuid,909059,52.34650143,4.89784844,3 rooms apartment in Churchill-laan,1659.0,3,[],pararius,amsterdam
82,Prinsengracht 689,65.0,2018-02-16,apartment,2018-01-06T09:58:08,amsterdam-centrum,875716,52.36565054,4.88408564,2 rooms apartment in Prinsengracht 689,1750.0,2,[],pararius,amsterdam
83,Marnixstraat,50.0,2018-02-16,apartment,2017-10-21T06:56:09,amsterdam-centrum,612342,52.36572363,4.88015,2 rooms apartment in Marnixstraat,1650.0,2,[],pararius,amsterdam
85,Herengracht 72,135.0,2018-02-16,apartment,2017-10-21T06:59:55,amsterdam-centrum,612604,52.37718757,4.88971166,2 rooms apartment in Herengracht 72,2975.0,2,[],pararius,amsterdam
86,Roelantstraat,78.0,2018-02-16,apartment,2017-10-21T08:18:05,amsterdam-west,617248,52.3771907,4.85728504,3 rooms apartment in Roelantstraat,1650.0,3,[],pararius,amsterdam
87,Willemsstraat,82.0,2018-02-16,apartment,2017-12-30T07:01:25,amsterdam-centrum,854864,52.38139648,4.88608073,2 rooms apartment in Willemsstraat,1750.0,2,[],pararius,amsterdam
88,Keizersgracht,56.0,2018-02-16,apartment,2018-01-19T06:17:04,amsterdam-centrum,928744,52.3757911,4.88677554,2 rooms apartment in Keizersgracht,1800.0,2,[],pararius,amsterdam
89,Marnixstraat,50.0,2018-02-16,apartment,2017-12-14T08:26:45,amsterdam-centrum,815238,52.37068451,4.87643569,2 rooms apartment in Marnixstraat,1600.0,2,[],pararius,amsterdam
90,Prinsengracht,70.0,2018-02-16,apartment,2018-02-10T06:48:13,amsterdam-centrum,1021922,52.36859369,4.88295103,2 rooms apartment in Prinsengracht,1550.0,2,[],pararius,amsterdam
91,Amstel,75.0,2018-02-16,apartment,2018-01-21T06:36:44,amsterdam-centrum,936633,52.36696729,4.89684415,2 rooms apartment in Amstel,1650.0,2,[],pararius,amsterdam
92,Pieter Nieuwlandstraat,60.0,2018-02-16,apartment,2018-02-02T06:25:17,amsterdam-oost,992476,52.36143071,4.92714796,2 rooms apartment in Pieter Nieuwlandstraat,1400.0,2,[],pararius,amsterdam
93,Lange Leidsedwarsstraat,70.0,2018-02-16,apartment,2017-12-17T09:10:11,amsterdam-centrum,823362,52.36265961,4.88667408,2 rooms apartment in Lange Leidsedwarsstraat,1700.0,2,[],pararius,amsterdam
94,Bosboom Toussaintstraat,105.0,2018-02-16,apartment,2017-10-21T07:40:55,amsterdam-west,615040,52.36550563,4.87543954,4 rooms apartment in Bosboom Toussaintstraat,2225.0,4,[],pararius,amsterdam
95,Staalkade,100.0,2018-02-16,apartment,2017-10-21T07:12:11,amsterdam-centrum,613347,52.36773994,4.89796657,4 rooms apartment in Staalkade,2000.0,4,[],pararius,amsterdam
96,Valckenierstraat,55.0,2018-02-16,apartment,2018-02-15T07:14:23,amsterdam-centrum,1037633,52.36185979,4.90842545,2 rooms apartment in Valckenierstraat,1350.0,2,[],pararius,amsterdam
97,Spuistraat,60.0,2018-02-16,apartment,2018-01-31T06:42:06,amsterdam-centrum,981725,52.37697172,4.89397298,2 rooms apartment in Spuistraat,1400.0,2,[],pararius,amsterdam
98,Willem de Zwijgerlaan,58.0,2018-02-16,apartment,2018-01-18T06:44:14,amsterdam-west,927051,52.38093372,4.86094718,2 rooms apartment in Willem de Zwijgerlaan,1350.0,2,[],pararius,amsterdam
99,Bolestein,100.0,2018-02-16,apartment,2017-10-21T07:03:44,amsterdam-zuid,612834,52.32497185,4.85931633,3 rooms apartment in Bolestein,1975.0,3,[],pararius,amsterdam
100,Westlandgracht,55.0,2018-02-16,apartment,2017-10-30T07:08:04,amsterdam-zuid,645810,52.35300825,4.84615434,3 rooms apartment in Westlandgracht,1600.0,3,[],pararius,amsterdam
101,Cornelis Vermuydenstraat 7,72.0,2018-02-16,apartment,2018-01-18T06:43:39,amsterdam-centrum,927033,52.36764247,4.92607931,2 rooms apartment in Cornelis Vermuydenstraat 7,1552.0,2,[],pararius,amsterdam
102,Lange Leidsedwarsstraat 22,75.0,2018-02-16,apartment,2017-10-21T06:55:25,amsterdam-centrum,612295,52.36537348,4.88234162,2 rooms apartment in Lange Leidsedwarsstraat 22,2100.0,2,[],pararius,amsterdam
103,Scheepstimmermanstraat,40.0,2018-02-16,apartment,2017-12-12T02:06:49,amsterdam-oost,807356,52.37237785,4.95092578,2 rooms apartment in Scheepstimmermanstraat,1250.0,2,[],pararius,amsterdam
104,Nassaukade,70.0,2018-02-16,apartment,2018-02-06T06:01:54,amsterdam-west,1005574,52.36447525,4.87827032,2 rooms apartment in Nassaukade,1500.0,2,[],pararius,amsterdam
105,Prinsengracht,130.0,2018-02-16,apartment,2017-10-31T07:41:13,amsterdam-centrum,647631,52.37127308,4.88319957,3 rooms apartment in Prinsengracht,2495.0,3,[],pararius,amsterdam
107,Ferdinand Bolstraat,50.0,2018-02-16,apartment,2018-02-10T06:50:12,amsterdam-zuid,1021995,52.35200115,4.89118288,2 rooms apartment in Ferdinand Bolstraat,1700.0,2,[],pararius,amsterdam
108,Keizersgracht,90.0,2018-02-16,apartment,2018-01-12T09:45:48,amsterdam-centrum,907348,52.37659921,4.8865902000000006,2 rooms apartment in Keizersgracht,1985.0,2,[],pararius,amsterdam
109,Pieter Postpad,104.0,2018-02-16,apartment,2018-02-07T06:58:49,amsterdam-nieuw-west,1008004,52.38182933,4.79489567,3 rooms apartment in Pieter Postpad,951.0,3,[],pararius,amsterdam
110,Beemsterstraat 124,80.0,2018-02-16,apartment,2017-11-30T09:12:16,amsterdam-noord,708632,52.39274492,4.94877146,3 rooms apartment in Beemsterstraat 124,1250.0,3,[],pararius,amsterdam
111,Turnerstraat,44.0,2018-02-16,apartment,2018-01-19T06:17:12,amsterdam-zuid,928764,52.34703991,4.85999318,2 rooms apartment in Turnerstraat,1450.0,2,[],pararius,amsterdam
112,Derkinderenstraat,75.0,2018-02-16,apartment,2018-01-13T06:20:13,amsterdam-nieuw-west,909006,52.36786674,4.84065792,3 rooms apartment in Derkinderenstraat,1600.0,3,[],pararius,amsterdam
113,Keizersgracht,80.0,2018-02-16,apartment,2017-11-23T06:45:34,amsterdam-centrum,697335,52.37354387,4.8845835,2 rooms apartment in Keizersgracht,1750.0,2,[],pararius,amsterdam
114,Keizersgracht,90.0,2018-02-16,apartment,2018-01-05T07:41:25,amsterdam-centrum,867673,52.37852112,4.88837493,3 rooms apartment in Keizersgracht,1900.0,3,[],pararius,amsterdam
115,Van Hilligaertstraat,57.0,2018-02-16,apartment,2017-11-11T07:21:31,amsterdam-zuid,677147,52.34941939,4.89063934,2 rooms apartment in Van Hilligaertstraat,1650.0,2,[],pararius,amsterdam
117,Gibraltarstraat,50.0,2018-02-16,apartment,2017-12-10T07:59:38,amsterdam-west,804682,52.38426591,4.84972412,2 rooms apartment in Gibraltarstraat,1350.0,2,[],pararius,amsterdam
118,Remmerdenplein,80.0,2018-02-16,apartment,2017-12-02T16:00:59,amsterdam-zuidoost,716206,52.29832029,4.97384769,4 rooms apartment in Remmerdenplein,1400.0,4,[],pararius,amsterdam
120,Rubensstraat 49,224.0,2018-02-16,apartment,2017-12-17T09:21:28,amsterdam-zuid,823382,52.34788283,4.87386691,6 rooms apartment in Rubensstraat 49,3000.0,6,[],pararius,amsterdam
122,Nieuwe Uilenburgerstraat,82.0,2018-02-16,apartment,2017-12-08T08:00:22,amsterdam-centrum,792971,52.37109471,4.90732727,2 rooms apartment in Nieuwe Uilenburgerstraat,1650.0,2,[],pararius,amsterdam
123,Henri Dunantstraat,95.0,2018-02-16,apartment,2017-10-21T07:44:11,amsterdam-nieuw-west,615237,52.34809055,4.8293403,3 rooms apartment in Henri Dunantstraat,1267.0,3,[],pararius,amsterdam
124,Johannes van der Steurstraat,115.0,2018-02-16,apartment,2017-10-21T07:44:14,amsterdam-nieuw-west,615240,52.34780328,4.82851821,4 rooms apartment in Johannes van der Steurstraat,1396.0,4,[],pararius,amsterdam
125,Van Kinsbergenstraat,70.0,2018-02-16,apartment,2018-01-19T06:17:28,amsterdam-west,928783,52.3686086,4.85956066,3 rooms apartment in Van Kinsbergenstraat,1700.0,3,[],pararius,amsterdam
127,Oeverpad 431,106.0,2018-02-16,apartment,2018-01-17T07:00:39,amsterdam-nieuw-west,922005,52.36450421,4.80828192,3 rooms apartment in Oeverpad 431,1600.0,3,[],pararius,amsterdam
128,Lange Leidsedwarsstraat,80.0,2018-02-16,apartment,2018-01-19T06:18:29,amsterdam-centrum,928860,52.36391786,4.88454574,3 rooms apartment in Lange Leidsedwarsstraat,1650.0,3,[],pararius,amsterdam
129,Prins Hendrikkade 7,41.0,2018-02-16,apartment,2018-01-11T11:04:28,amsterdam-centrum,901685,52.37896335,4.89525793,2 rooms apartment in Prins Hendrikkade 7,1450.0,2,[],pararius,amsterdam
130,Grensstraat,67.0,2018-02-16,apartment,2017-11-22T03:08:53,amsterdam-oost,692711,52.35385532,4.91031083,3 rooms apartment in Grensstraat,1650.0,3,[],pararius,amsterdam
132,Da Costakade,80.0,2018-02-16,apartment,2018-01-17T07:03:43,amsterdam-west,922090,52.36715944,4.87337958,3 rooms apartment in Da Costakade,1800.0,3,[],pararius,amsterdam
133,Rosy Wertheimstraat,53.0,2018-02-16,apartment,2017-12-09T07:48:10,amsterdam-zuid,799222,52.33581308,4.87579866,2 rooms apartment in Rosy Wertheimstraat,1950.0,2,[],pararius,amsterdam
134,Okeghemstraat,65.0,2018-02-16,apartment,2018-02-15T07:14:07,amsterdam-zuid,1037620,52.35170707,4.86257969,2 rooms apartment in Okeghemstraat,1800.0,2,[],pararius,amsterdam
135,Andreasplein,112.0,2018-02-16,apartment,2018-01-10T14:02:41,amsterdam-nieuw-west,899540,52.35677244,4.845785500000001,4 rooms apartment in Andreasplein,1850.0,4,[],pararius,amsterdam
136,Veemkade,132.0,2018-02-16,apartment,2017-11-02T07:22:43,amsterdam-oost,655536,52.37630774,4.92545167,2 rooms apartment in Veemkade,1443.0,2,[],pararius,amsterdam
137,Haarlemmer Houttuinen 13,55.0,2018-02-16,apartment,2017-12-01T08:42:37,amsterdam-centrum,710759,52.38053342,4.89243529,2 rooms apartment in Haarlemmer Houttuinen 13,2000.0,2,[],pararius,amsterdam
138,Boeroestraat,70.0,2018-02-16,apartment,2018-01-05T07:26:24,amsterdam-oost,867520,52.36455711,4.94328011,2 rooms apartment in Boeroestraat,1395.0,2,[],pararius,amsterdam
139,Victorieplein,70.0,2018-02-16,apartment,2018-02-04T06:44:19,amsterdam-zuid,1000899,52.34683718,4.90299597,3 rooms apartment in Victorieplein,1900.0,3,[],pararius,amsterdam
140,Singel,100.0,2018-02-16,apartment,2017-11-23T06:42:24,amsterdam-centrum,697303,52.378415000000004,4.89307575,2 rooms apartment in Singel,2500.0,2,[],pararius,amsterdam
142,Wilhelminastraat,55.0,2018-02-16,apartment,2018-01-12T09:52:54,amsterdam-west,907380,52.36211116,4.86580394,3 rooms apartment in Wilhelminastraat,1600.0,3,[],pararius,amsterdam
143,Balboaplein,80.0,2018-02-16,apartment,2018-01-17T07:03:50,amsterdam-west,922094,52.36883628,4.85621018,3 rooms apartment in Balboaplein,1750.0,3,[],pararius,amsterdam
144,Vechtstraat 162,100.0,2018-02-16,apartment,2018-01-11T11:00:42,amsterdam-zuid,901660,52.34185926,4.90773134,3 rooms apartment in Vechtstraat 162,2300.0,3,[],pararius,amsterdam
145,Prinsenstraat,62.0,2018-02-16,apartment,2017-10-21T06:56:19,amsterdam-centrum,612355,52.37792883,4.8864577,2 rooms apartment in Prinsenstraat,1750.0,2,[],pararius,amsterdam
146,Grevelingenstraat,80.0,2018-02-16,apartment,2018-01-23T06:01:09,amsterdam-zuid,943221,52.34601472,4.88890168,2 rooms apartment in Grevelingenstraat,1750.0,2,[],pararius,amsterdam
147,Groenburgwal 28,70.0,2018-02-16,apartment,2018-01-06T09:58:33,amsterdam-centrum,875737,52.36900788,4.89812878,2 rooms apartment in Groenburgwal 28,1650.0,2,[],pararius,amsterdam
148,Eerste Sweelinckstraat,115.0,2018-02-16,apartment,2017-12-12T02:15:33,amsterdam-zuid,807382,52.35626168,4.89774082,3 rooms apartment in Eerste Sweelinckstraat,2500.0,3,[],pararius,amsterdam
149,Borneolaan 193,90.0,2018-02-16,apartment,2017-11-09T09:07:00,amsterdam-oost,674222,52.37153486,4.93701363,3 rooms apartment in Borneolaan 193,1600.0,3,[],pararius,amsterdam
150,Prinsengracht,50.0,2018-02-16,apartment,2017-10-29T07:10:21,amsterdam-centrum,645343,52.36160182,4.89659636,2 rooms apartment in Prinsengracht,2100.0,2,[],pararius,amsterdam
152,Van Beuningenstraat,61.0,2018-02-16,apartment,2017-12-21T18:11:11,amsterdam-west,832094,52.38169342,4.87150743,2 rooms apartment in Van Beuningenstraat,1600.0,2,[],pararius,amsterdam
153,J.P. Kloosstraat,86.0,2018-02-16,apartment,2017-12-20T07:23:58,amsterdam-noord,830007,52.40587264,4.9323205,3 rooms apartment in J.P. Kloosstraat,1195.0,3,[],pararius,amsterdam
154,Rokin,60.0,2018-02-16,apartment,2018-01-26T07:55:49,amsterdam-centrum,957421,52.37024464,4.89294651,2 rooms apartment in Rokin,1550.0,2,[],pararius,amsterdam
155,Bos en Lommerweg,75.0,2018-02-16,apartment,2018-02-04T06:43:24,amsterdam-west,1000873,52.37841383,4.84948664,3 rooms apartment in Bos en Lommerweg,1650.0,3,[],pararius,amsterdam
156,Eerste Helmersstraat,65.0,2018-02-16,apartment,2018-01-18T06:43:52,amsterdam-west,927044,52.36354799,4.87582916,2 rooms apartment in Eerste Helmersstraat,1550.0,2,[],pararius,amsterdam
157,Noorderstraat 45,62.0,2018-02-16,apartment,2017-12-01T08:46:21,amsterdam-centrum,710796,52.36135723,4.89329508,2 rooms apartment in Noorderstraat 45,1750.0,2,[],pararius,amsterdam
158,Eosstraat 430,85.0,2018-02-16,apartment,2017-11-18T07:28:38,amsterdam-zuid,686777,52.34593487,4.85407735,3 rooms apartment in Eosstraat 430,1618.0,3,[],pararius,amsterdam
159,Sloterkade,70.0,2018-02-16,apartment,2018-01-11T10:49:58,amsterdam-zuid,901630,52.35229046,4.8523571,2 rooms apartment in Sloterkade,1650.0,2,[],pararius,amsterdam
160,J.P. Kloosstraat,86.0,2018-02-16,apartment,2017-12-20T07:23:58,amsterdam-noord,830007,52.40587264,4.9323205,3 rooms apartment in J.P. Kloosstraat,1195.0,3,[],pararius,amsterdam
162,Van Breestraat 95,133.0,2018-02-16,apartment,2017-10-21T07:41:11,amsterdam-zuid,615055,52.35610723,4.87400664,3 rooms apartment in Van Breestraat 95,3995.0,3,[],pararius,amsterdam
164,Groenburgwal,75.0,2018-02-16,apartment,2017-11-25T07:51:17,amsterdam-centrum,702186,52.36836061,4.89809187,2 rooms apartment in Groenburgwal,1800.0,2,[],pararius,amsterdam
165,Nieuwe Herengracht,75.0,2018-02-16,apartment,2017-11-17T06:29:36,amsterdam-centrum,684426,52.3694901,4.90979744,2 rooms apartment in Nieuwe Herengracht,1635.0,2,[],pararius,amsterdam
166,Donker Curtiusstraat,80.0,2018-02-16,apartment,2017-11-02T07:21:31,amsterdam-west,655521,52.37799068,4.87155049,2 rooms apartment in Donker Curtiusstraat,1695.0,2,[],pararius,amsterdam
167,Valeriusstraat 241,195.0,2018-02-16,apartment,2017-12-09T07:55:14,amsterdam-zuid,799288,52.35123758,4.85806461,7 rooms apartment in Valeriusstraat 241,3950.0,7,[],pararius,amsterdam
168,Prinsengracht,70.0,2018-02-16,apartment,2017-10-21T07:13:02,amsterdam-centrum,613398,52.36194917,4.89515297,2 rooms apartment in Prinsengracht,1900.0,2,[],pararius,amsterdam
170,Sarphatistraat,110.0,2018-02-16,apartment,2017-11-30T09:00:07,amsterdam-centrum,708501,52.36110687,4.90893271,3 rooms apartment in Sarphatistraat,1950.0,3,[],pararius,amsterdam
171,Ridderspoorweg,100.0,2018-02-16,apartment,2017-10-29T07:02:22,amsterdam-noord,645251,52.39580081,4.90440947,2 rooms apartment in Ridderspoorweg,2500.0,2,[],pararius,amsterdam
172,Loosduinenstraat,100.0,2018-02-16,apartment,2018-01-23T06:02:15,amsterdam-nieuw-west,943262,52.35093179,4.83828327,3 rooms apartment in Loosduinenstraat,1650.0,3,[],pararius,amsterdam
173,Tweede Van der Helststraat,55.0,2018-02-16,apartment,2017-12-14T08:23:04,amsterdam-zuid,815210,52.35235866,4.89500977,2 rooms apartment in Tweede Van der Helststraat,1450.0,2,[],pararius,amsterdam
174,Prinsengracht,85.0,2018-02-16,apartment,2017-10-21T07:58:21,amsterdam-centrum,616042,52.36966953,4.8823221,2 rooms apartment in Prinsengracht,2000.0,2,[],pararius,amsterdam
175,Brouwersgracht,90.0,2018-02-16,apartment,2018-01-20T06:13:34,amsterdam-centrum,935039,52.37972912,4.88924255,2 rooms apartment in Brouwersgracht,2000.0,2,[],pararius,amsterdam
